,LOC,ZC,CITY,state,LAT,LONG,num_calls,city_1
789,Club/Bar/Restaurant,10036,NEW YORK, NY,40.76038872,-73.98934771,0,MANHATTAN
790,Club/Bar/Restaurant,11237,, NY,40.70640957,-73.92261612,0,BROOKLYN
791,Club/Bar/Restaurant,10040,NEW YORK, NY,40.86265183,-73.92846821,0,MANHATTAN
792,Club/Bar/Restaurant,11205,, NY,40.69639887,-73.9674968,0,BROOKLYN
793,Club/Bar/Restaurant,10034,NEW YORK, NY,40.86553576,-73.9272684,0,MANHATTAN
794,Club/Bar/Restaurant,11221,, NY,40.6896471,-73.91839865,0,BROOKLYN
795,Club/Bar/Restaurant,11206,, NY,40.70733558,-73.94320295,0,BROOKLYN
796,Club/Bar/Restaurant,10025,NEW YORK, NY,40.80000172,-73.96604481,0,MANHATTAN
797,Club/Bar/Restaurant,10001,NEW YORK, NY,40.74550121,-73.98925987,0,MANHATTAN
798,Club/Bar/Restaurant,11435,JAMAICA, NY,40.70223509,-73.81128232,0,QUEENS
799,Club/Bar/Restaurant,10024,NYC, NY,40.78873125,-73.97426256,0,MANHATTAN
800,Club/Bar/Restaurant,11385,RIDGEWOOD, NY,40.70405345,-73.90977549,0,QUEENS
801,Club/Bar/Restaurant,10028,NEW YORK, NY,40.77757461,-73.95105398,0,MANHATTAN
802,Club/Bar/Restaurant,10025,NEW YORK, NY,40.79856266,-73.96336198,0,MANHATTAN
803,Club/Bar/Restaurant,10034,NEW YORK, NY,40.86895885,-73.91583208,0,MANHATTAN
804,Club/Bar/Restaurant,11419,SOUTH RICHMOND HILL, NY,40.6857644,-73.82746439,0,QUEENS
805,Club/Bar/Restaurant,11103,ASTORIA, NY,40.76754409,-73.91201078,0,QUEENS
806,Club/Bar/Restaurant,11415,KEW GARDENS, NY,40.70605965,-73.83144065,0,QUEENS
807,Club/Bar/Restaurant,11375,FOREST HILLS, NY,40.71924727,-73.84237049,0,QUEENS
808,Club/Bar/Restaurant,11232,, NY,40.64600662,-73.99860904,0,BROOKLYN
809,Club/Bar/Restaurant,10032,NEW YORK, NY,40.8390628,-73.9412076,0,MANHATTAN
